filename,angry_prob,happy_prob,relaxed_prob,sad_prob
4904881239_78e1c08ab1_b.jpg,0.95,0.02,0.02,0.01
15763679573_45cfe16c18_b.jpg,0.9,0.02,0.05,0.03
1144579501_4f41bb3bcb_b.jpg,0.9,0.03,0.04,0.03
3238382823_14f7b73934_b.jpg,0.92,0.03,0.03,0.02
2939910292_304f06dc61_b.jpg,0.7,0.02,0.08,0.2
7735790360_ac25d047e4_b.jpg,0.85,0.05,0.05,0.05
p0lvnHE3V3rwedFR0m00AXDz0ry4t4857.jpg,0.9,0.05,0.03,0.02
t0RLdPUSNrZYbsTNk2XuAPCpN19Enb54.jpg,0.05,0.1,0.8,0.05
8v7kkuv5jCwnl55fLxoT0DqIe6pjjA879.jpg,0.9,0.05,0.03,0.02
4La15qHCAsbVdco3VNwgXYAGt6d0WD324.jpg,0.7,0.1,0.1,0.1
lPUJbd6hhkCYNT07cmJdCGyOp0maDN243.jpg,0.85,0.08,0.04,0.03
I0wrJshDosLRXWYcwnE5xOaZOluKZi721.jpg,0.94,0.01,0.01,0.04
5510768443_2c719604bc_b.jpg,0.75,0.1,0.1,0.05
RITrUhI7ECqlVNuzJWG0S68HjUxNA8679.jpg,0.85,0.05,0.05,0.05
IsmkcFBp7mYltJpv78ezuneeZGLQnJ493.jpg,0.05,0.6,0.3,0.05
19740107049_58d09f57c0_b.jpg,0.9,0.03,0.03,0.04
wtx1OqsfVoWQL2m5r4pFPoSKQWahPE185.jpg,0.95,0.02,0.01,0.02
4359422010_2756ed3fc4_b.jpg,0.65,0.05,0.1,0.2
2785931677_deb9f77d10_b.jpg,0.9,0.03,0.03,0.04
13004957274_3f5e997ef1_b.jpg,0.2,0.0,0.2,0.6
3880250382_260e6466c0_b.jpg,0.6,0.1,0.2,0.1
f7vivupD0ujcdOQZ048XvoINieJlP5870.jpg,0.05,0.7,0.2,0.05
AL78UMzeeCSRUYbLJlNS7Eb8ElRzM6236.jpg,0.9,0.05,0.03,0.02
2218778401_a1284b94a3_b.jpg,0.75,0.02,0.2,0.03
2816764459_f9a10234dc_b.jpg,0.6,0.05,0.1,0.25
7005916496_ca8d253127_b.jpg,0.9,0.05,0.03,0.02
27499911820_c510979da1_b.jpg,0.6,0.05,0.1,0.25
hZNK1NyNtzFK5v50qc4uUaT7eZJbGN638.jpg,0.9,0.03,0.04,0.03
5170543194_4151db5c53_b.jpg,0.95,0.0,0.05,0.0
qtJ1jgFyoWZnowRo0MNAJnkoIi1wcr35.jpg,0.92,0.03,0.03,0.02
12821102863_1d6087142b_b.jpg,0.6,0.1,0.1,0.2
357989341_b9b0fc1886_b.jpg,0.05,0.8,0.1,0.05
15344348234_2379f086a4_b.jpg,0.6,0.1,0.1,0.2
2872470203_c3735bb7d8_b.jpg,0.9,0.05,0.03,0.02
eGMDNukHUTcmLsqYe6S2WiTtwthYzP429.jpg,0.9,0.05,0.03,0.02
450677855_08f2d36c6a_b.jpg,0.85,0.05,0.05,0.05
30427557257_9c79cd98cf_b.jpg,0.8,0.05,0.1,0.05
yAorbCl378iVaMzIvWQSBKAPkYVsfi929.jpg,0.1,0.05,0.7,0.15
j5KdqDqt6W928Mmokf8zWXwj7tH6Hi884.jpg,0.5,0.1,0.3,0.1
FAVmLtXy40OLaWyiLvYxqSu5CVJefC181.jpg,0.85,0.05,0.05,0.05
84996095_dd17b9e167_b.jpg,0.9,0.03,0.05,0.02
10675261175_07515a699c_b.jpg,0.95,0.02,0.02,0.01
k06J5ToZPbqX4RKtMk1GAInVGf0a9I245.jpg,0.9,0.04,0.04,0.02
5877123410_33076d54e4_b.jpg,0.9,0.05,0.03,0.02
tkQgH7yPxG0r4Y9Xc6vtrhLsmtYwQC654.jpg,0.88,0.03,0.06,0.03
5201818179_a04d9f98d9_b.jpg,0.9,0.03,0.04,0.03
8112345609_8ddbcf4547_b.jpg,0.6,0.0,0.2,0.2
HmZcnkYJf7MfXntezjfNAnp3FshJoa605.jpg,0.92,0.01,0.01,0.06
MaOlsX0yyW0kqJBwS3K3ZOBsMs7M8e985.jpeg,0.9,0.05,0.03,0.02
JpOuqF2kopFqOvz5X3yHRwuEFV2Fyt473.jpg,0.05,0.7,0.2,0.05
5876520571_0567071591_b.jpg,0.9,0.03,0.05,0.02
6897422437_f53a3bd728_b.jpg,0.6,0.2,0.1,0.1
16783566548_b019e5a010_b.jpg,0.7,0.05,0.15,0.1
4zphOEEyZCvtIyvaZBk0W2Bd3NCIEu168.jpg,0.85,0.05,0.05,0.05
yKrgSkRbDVGQnTgkiAQlrVddwrJlt1565.jpg,0.85,0.03,0.02,0.1
4269953390_a482de4336_b.jpg,0.9,0.02,0.03,0.05
37642963252_15fcfbf0bc_b.jpg,0.7,0.05,0.1,0.15
zprylxI1cruAXcJ3bTSqXnhcKDqKyK644.jpg,0.88,0.05,0.04,0.03
8529468925_99db431210_b.jpg,0.7,0.1,0.1,0.1
25256566906_1b7d9e3cb8_b.jpg,0.9,0.03,0.04,0.03
4501838244_bdc22d232b_b.jpg,0.9,0.03,0.04,0.03
Rfmk57rUdTEHgS8seJ47u3WYWK7JjB223.jpg,0.75,0.05,0.1,0.1
6844739907_70e0c305c4_b.jpg,0.6,0.05,0.15,0.2
14605030262_4da28e8870_b.jpg,0.85,0.05,0.05,0.05
YlBU4AEekJCnjjYN42A8qIhqNg1Cwc75.jpg,0.88,0.03,0.05,0.04
465149973_87f69a2113_b.jpg,0.2,0.7,0.05,0.05
1120280656_9a166a2cb1_b.jpg,0.95,0.02,0.02,0.01
wNuBOmcZxHsINScjAk8pd2vYyUBHzD595.jpg,0.95,0.02,0.02,0.01
2G9O3I44mYAOEwzH1kXPGqK7ol9yiT175.jpg,0.9,0.05,0.03,0.02
4287905505_10700b471a_b.jpg,0.7,0.05,0.1,0.15
2481216088_67522197be_b.jpg,0.7,0.05,0.1,0.15
rl154vbbdVSqy4NjQ5TYMJNwk227Zw156.jpg,0.9,0.03,0.03,0.04
Z91TH8pSln81lm8oRpwjf9ir5JGucC124.jpg,0.04,0.18,0.75,0.03
7678953886_50c22cf921_b.jpg,0.7,0.0,0.3,0.0
8238754482_d1735bd0d5_b.jpg,0.7,0.0,0.1,0.2
46266265_2bd787e614_b.jpg,0.9,0.02,0.05,0.03
20587325908_75ab66f72e_b.jpg,0.8,0.05,0.05,0.1
7840853028_bf803f5448_b.jpg,0.8,0.05,0.1,0.05
8414154914_b5009d61da_b.jpg,0.5,0.2,0.2,0.1
J8w3lLc8zxRevKD4PyoCJiidY9VclK547.jpg,0.94,0.02,0.01,0.03
185334675_0694869092_b.jpg,0.05,0.7,0.2,0.05
400023258_95593ae52c_b.jpg,0.7,0.1,0.05,0.15
9176468749_d3f0ce021b_b.jpg,0.75,0.05,0.1,0.1
YrUAM48nyzq9fazPWAvkMvaf4Wo0CR945.jpg,0.9,0.04,0.03,0.03
1LmcTejRp8jgHZo3nbPjgmO34R2J6T153.jpg,0.9,0.03,0.03,0.04
2637941876_62cd953cbe_b.jpg,0.5,0.2,0.1,0.2
10354888525_4d9ddb8b6a_b.jpg,0.9,0.01,0.06,0.03
9141527026_81b40fd284_b.jpg,0.9,0.03,0.05,0.02
6k56aYJawB2OBXwywPozwOtzgfCh0s481.jpg,0.05,0.7,0.2,0.05
ZpYp8GWZpA2gCsgrAiRhWHJkRkh4zr162.jpg,0.9,0.03,0.04,0.03
ehXZon9AJ1HPr3xME6zcePJGyOWaxY690.jpg,0.05,0.7,0.2,0.05
W7rjXyzev1SkHjF5UBUKFdGxAWH5qf696.jpg,0.8,0.1,0.05,0.05
3974079713_8a083d376a_b.jpg,0.6,0.2,0.1,0.1
49927359962_c642697274_b.jpg,0.85,0.03,0.06,0.06
4696707780_c3082c3a88_b.jpg,0.45,0.05,0.2,0.3
7452154370_0017a3053e_b.jpg,0.85,0.05,0.05,0.05
Elco8ii80iNUUQOt23xvjCJXa7UqU0157.jpg,0.9,0.05,0.03,0.02
4153956950_927b902e90_b.jpg,0.6,0.05,0.2,0.15
4NTAH3jJtDRS9dJ0HiUYlSah7lknfi151.jpg,0.7,0.1,0.1,0.1
yRcom7uaLXI2FP5k0YzQ8xdjGFuSiX670.jpg,0.9,0.02,0.03,0.05
tU4IPJJkpXT6lpAqq1HS0wcjXRGpF2653.jpg,0.95,0.02,0.02,0.01
0aNyXBrmNA7XdefwHvgO2n1rnpqQAp885.jpg,0.05,0.7,0.2,0.05
Q773fKybIo3dIU81lTIEEaw35ZSRBb331.jpg,0.1,0.1,0.6,0.2
nzIX8yxGKIBYtcAlJr0fcM4JrM491j253.jpg,0.1,0.15,0.7,0.05
37308409501_533fe305ca_b.jpg,0.7,0.2,0.08,0.02
qbVPoDhlvixnTAtxiyE4KmhSUFdGa6211.jpg,0.9,0.03,0.04,0.03
2ZPv4ojTV9BXHf8L2fxDgcNBKV8an1314.jpg,0.6,0.3,0.08,0.02
ybtj8aSe13qhTS7ATS2WDSdxcsX6Sr980.jpg,0.02,0.03,0.85,0.1
2339484596_07a2afc824_b.jpg,0.85,0.05,0.05,0.05
vcbfs29ZhZUJxVHZMpE9oZQz1AogY3112.jpg,0.85,0.03,0.05,0.07
bGbkY0dgheq5OqP6Vn8Vu6n7sXLWBI877.jpg,0.9,0.04,0.04,0.02
Jb3jbZsizfo2X3h7nOPQClRoe3vLdk36.jpg,0.88,0.03,0.03,0.06
lsWkXBN6DamXauVQzSs8tHvG4srXCx410.jpg,0.9,0.05,0.03,0.02
XjkpIL8SwW7PNCHv7icWVkRzwDSIRZ671.jpg,0.05,0.3,0.6,0.05
Dqmn25YVWt8Aiwp8ppGODAN4UIp0Yn530.jpg,0.9,0.04,0.04,0.02
2181039689_046719fd17_b.jpg,0.6,0.2,0.1,0.1
48356463292_466092e149_b.jpg,0.6,0.1,0.2,0.1
4699653922_2fa8c98fd4_b.jpg,0.9,0.02,0.03,0.05
P3E3vHkjvSKHvKmeLc6caivNAVDyHR744.jpg,0.9,0.04,0.03,0.03
6036170154_d998ba858d_b.jpg,0.6,0.05,0.1,0.25
ApsYLPoeKvziZ4q7p5MocgWlAoRa9j32.jpg,0.9,0.05,0.03,0.02
JrL7IlSAgB2fzhI3PpQidC4tWRG6oi949.jpeg,0.95,0.01,0.01,0.03
DlR7hNDRakf7ayHuCAM3FL6WbTpBlZ522.jpg,0.85,0.05,0.05,0.05
XjpOQFVehq0hbZ4tMEiKNgqowBp1Sj188.jpg,0.9,0.05,0.03,0.02
4360736564_76cdc75f06_b.jpg,0.85,0.05,0.05,0.05
7107859919_a11c804326_b.jpg,0.6,0.05,0.2,0.15
LRg3BbSvwI1brnQBRXw6VfMe3DOoD8207.jpg,0.1,0.05,0.7,0.15
cZGNqmKOy6EiF4SQSOz7tw8ty7q98Q431.jpg,0.03,0.8,0.15,0.02
FnkNKvw2lGo8XjPPv4CnIjYefGMW6m40.jpg,0.9,0.03,0.04,0.03
vdG65r7uTBUWliZLbvYyTfJGS9kmJm986.jpeg,0.95,0.02,0.02,0.01
XOoHpmb6Q2wEey9DaMrw5F1KjmtHOm820.jpg,0.9,0.05,0.03,0.02
LeiiO67gmmkKbrd6gEzojpt9qaqA7K64.jpg,0.03,0.8,0.15,0.02
0TSpHUDh1xIQthYrtH8E1UZQ72rcTZ68.jpg,0.9,0.03,0.04,0.03
40798073003_d286b62521_b.jpg,0.95,0.02,0.02,0.01
jcTsbBSv0k0gY9vFt8EiUin857AuBl426.jpg,0.95,0.02,0.02,0.01
2497021585_71ab59138c_b.jpg,0.9,0.03,0.05,0.02
28863130260_660b100191_b.jpg,0.85,0.05,0.1,0.0
26389464633_e4125200ce_b.jpg,0.15,0.05,0.2,0.6
18468368413_9dd1e28bee_b.jpg,0.9,0.03,0.03,0.04
5079515128_58809171d2_b.jpg,0.8,0.05,0.1,0.05
1uhQzgHPPAF1xGTS9fiquWOc3kn3hC887.jpg,0.85,0.05,0.05,0.05
24743167079_b3fa01ac9a_b.jpg,0.6,0.1,0.2,0.1
33194785955_22e089aa76_b.jpg,0.5,0.1,0.25,0.15
6400507753_ff934458d9_b.jpg,0.85,0.05,0.05,0.05
M4cXEcZVU1sI8EDQt2c0SOozZvNt0J50.jpg,0.1,0.3,0.6,0.0
3641618596_3d349fc62e_b.jpg,0.7,0.2,0.05,0.05
4862109563_1aae0cd850_b.jpg,0.95,0.01,0.03,0.01
Xu6w4CqQaAhMGJ1BdJAsGfYbFb25Dd424.jpg,0.9,0.03,0.05,0.02
E7lzgl2jYAaNmtcElm4PbGoETxGZX1506.jpg,0.03,0.85,0.1,0.02
xjW02YiSDOrydGQgRubh262c6e3C2t552.jpg,0.9,0.03,0.03,0.04
fu3AVXubrw4ExzPhm75hwOqtMSVyWz230.jpg,0.95,0.02,0.02,0.01
2474874984_189977aa33_b.jpg,0.9,0.03,0.02,0.05
1IRXdTCcJO8H4W7NCbVAS6cPoHRP2Z831.jpg,0.05,0.7,0.2,0.05
9365813284_568cf77d1d_b.jpg,0.9,0.03,0.02,0.05
3693639081_5ae5be97d6_b.jpg,0.7,0.1,0.05,0.15
12914994313_156dd5e2e1_b.jpg,0.95,0.02,0.02,0.01
6NKqxeoP89Np9ZsJ59Et3Y1w6tcXmN685.jpg,0.9,0.04,0.04,0.02
M4ZT4NQ1azPbVtO9fatw8Qd5NDLbVr988.jpg,0.85,0.05,0.05,0.05
skqJ9UwwnCvRUANa180gtwT96rj5kk785.jpg,0.05,0.8,0.1,0.05
36393234416_53475ed02e_b.jpg,0.8,0.05,0.1,0.05
4033502400_c23cc1f604_b.jpg,0.88,0.05,0.04,0.03
rLqErb64qfLq56WuPk6sxbWq3hI4mW952.jpg,0.9,0.04,0.03,0.03
eZmqclG6Ix2howcZu09JaC7qBSQRpa298.jpg,0.1,0.1,0.7,0.1
CW0vbYRMHd99z6GVZvEMvQVwbBq1XH393.jpg,0.85,0.05,0.05,0.05
6642413435_dc7b049ec1_b.jpg,0.6,0.1,0.1,0.2
34152936991_1623d4b8a7_b.jpg,0.7,0.1,0.1,0.1
mnefcucfkWdOJsgcsAAEpBlUAhmAAl813.jpg,0.95,0.02,0.02,0.01
5228597460_8b217f07ae_b.jpg,0.6,0.2,0.1,0.1
3846070754_e6773a6cf9_b.jpg,0.7,0.05,0.1,0.15
E2aRldzZscxwwywfBDqSI4gZan2h9X642.jpg,0.95,0.03,0.01,0.01
buDb5LNVaCUnMvJlwKc3Lm4yIn0JPJ925.jpg,0.9,0.03,0.04,0.03
VOcqzOfxcJ71IlQWaqkK2XVfZNlwG7968.jpg,0.9,0.05,0.03,0.02
33745660078_2108bd5c9f_b.jpg,0.95,0.02,0.02,0.01
16709186862_0197f8eee7_b.jpg,0.6,0.1,0.1,0.2
6s1xCH6WkJevU2YuNdue5i7NrO1dEH587.jpg,0.9,0.05,0.03,0.02
7PY9vylVegD8NXJdE1xjzLy56aviBh133.jpg,0.95,0.02,0.02,0.01
2120012445_7d938eeefc_b.jpg,0.75,0.04,0.06,0.15
ZqpiLzPnCA8L3shy0uaeYb6OPs7y3z523.jpeg,0.95,0.02,0.02,0.01
F2tgTLYepkXRo4cEAJefamYeUQ8Wqa15.jpg,0.0,0.75,0.25,0.0
4960314234_0f5f786495_b.jpg,0.9,0.05,0.03,0.02
0C5yo7GxMy8lztxNZvSdfEx2gSPRTR701.jpg,0.9,0.03,0.04,0.03
FnPSSqxmGvb6UzeAwOB4f6VahSHoCp85.jpg,0.92,0.02,0.03,0.03
bgAYjRoOPIrX6h3EyYlDajEp4XCohP381.jpg,0.95,0.02,0.02,0.01
5228595932_df620661e3_b.jpg,0.85,0.05,0.05,0.05
13906050668_cf96859e47_b.jpg,0.01,0.88,0.09,0.02
lKAhnnjIujh44sNX5uTua7pRij3LOe120.jpg,0.9,0.05,0.03,0.02
6438353453_5bbc75b77d_b.jpg,0.8,0.07,0.08,0.05
4374063638_0718cfc6eb_b.jpg,0.75,0.05,0.1,0.1
gilPgn3SZnpmuLfI2iK1oYmfA0aTUH464.jpg,0.7,0.05,0.15,0.1
zxIgFCTSTAv3sKG8npO4T7iJALkotB553.jpg,0.15,0.05,0.2,0.6
knnhGda96NLgeyONTxqaEs1KXKh36r687.jpg,0.9,0.05,0.03,0.02
NxbRBSMtsQUhW3g6xhEuUqV8YWjpyB101.jpg,0.85,0.03,0.1,0.02
523632237_f0aca4701c_b.jpg,0.9,0.03,0.04,0.03
s9h3BIrMAwRgrU8LDwbElvAvcwcrcd116.jpg,0.92,0.03,0.03,0.02
Atu4Regd9Q3rR4T8CnZytB07NYJWYm358.jpg,0.92,0.02,0.03,0.03
7991736372_50cd6bb900_b.jpg,0.7,0.05,0.15,0.1
4402081373_9601e1bd4d_b.jpg,0.7,0.05,0.1,0.15
5547351965_2053a0dc3d_b.jpg,0.95,0.02,0.02,0.01
2181994293_0540d66fa5_b.jpg,0.9,0.02,0.03,0.05
7181639045_72792b4317_b.jpg,0.9,0.05,0.03,0.02
466082441_25f3ffdbb2_b.jpg,0.9,0.03,0.04,0.03
5DWzqxajUJNaBkU8R0ieS2tTT6w7B7495.jpg,0.05,0.7,0.2,0.05
5318140275_747be7e0ba_b.jpg,0.85,0.05,0.05,0.05
6019039234_38360f1a20_b.jpg,0.5,0.05,0.3,0.15
4333034479_a3cb0db9f0_b.jpg,0.85,0.02,0.1,0.03
IVoT25UAubT3CDYYRsL3N9TCjPSo32556.jpg,0.9,0.03,0.03,0.04
eH0MqHqIQ1IallZFfLwMg2idzPmneg900.jpg,0.6,0.3,0.07,0.03
2558210314_a0248e5943_b.jpg,0.95,0.02,0.02,0.01
4oz4asLOKtzJSTmmmaWVyVEYW23DiC914.jpg,0.7,0.1,0.1,0.1
MiRFUv40qGeHVQPUmsmz2K5kiVxCqu354.jpg,0.9,0.05,0.03,0.02
6tWUQOIhTOP3Bnd0P6uBLatPi9taY3794.jpg,0.95,0.02,0.02,0.01
jOssWhhEPGY0Ky0GFlQPUTfxIdTSs6195.jpg,0.9,0.05,0.03,0.02
7057895213_a0a7f48154_b.jpg,0.05,0.8,0.1,0.05
9i80Cw3Zv8xRP4Xqd816jrl64rruzV83.jpg,0.9,0.05,0.03,0.02
7171599709_2f2fe09623_b.jpg,0.9,0.03,0.04,0.03
28818142327_b9b8a49a3c_b.jpg,0.6,0.2,0.1,0.1
AeV9eu0dR4osuJsuw6wN1aRRx5GUdv99.jpg,0.85,0.08,0.05,0.02
8287826734_afc624a442_b.jpg,0.7,0.05,0.1,0.15
TdAwPdsJ5n54we1uZGUlcPME73RJiV752.jpg,0.7,0.15,0.05,0.1
Q6YIyg34NM8XAS82uks0NIdiIrPTDJ398.jpg,0.8,0.1,0.05,0.05
6436334995_0f996d2967_b.jpg,0.9,0.03,0.04,0.03
DVz7EwSoCkujn3JkhVufrlpoucZFUp998.jpg,0.92,0.03,0.03,0.02
wRm0AK3fIvPgtOi36LBAVJKX5LdaMU917.jpg,0.05,0.3,0.6,0.05
8229348725_888b122012_b.jpg,0.85,0.02,0.08,0.05
61fK4eD2EjDWiwKkXbhCi3IC0UXFse366.jpg,0.05,0.3,0.6,0.05
zGZDewph699wNh5YGzypBdI9sMRpVw452.jpg,0.02,0.8,0.15,0.03
929785149_9b86570580_b.jpg,0.02,0.86,0.1,0.02
51838665217_34306f1ec8_b.jpg,0.75,0.1,0.05,0.1
1168400090_e19b74f670_b.jpg,0.92,0.03,0.03,0.02
3LkXo6fYAKX6v4Lf43SwpmUPJKsD9N143.jpg,0.9,0.05,0.03,0.02
JMFMprLadwwKyjaJzl3rV52fJG2xdH66.jpg,0.9,0.02,0.02,0.06
rZ5bskbdXjSRv8rY7XpFbwAcZ1WnV0760.jpg,0.05,0.6,0.3,0.05
37490833990_15b5fcf27d_b.jpg,0.85,0.02,0.1,0.03
69Vbf1BMR9yXdZ6TnhsVy1yzbLJdQ9793.jpg,0.05,0.05,0.3,0.6
6032994767_83b29ae2f0_b.jpg,0.6,0.0,0.2,0.2
1221584616_5b161bdee6_b.jpg,0.92,0.02,0.03,0.03
0rAH60FVXqnFBJPzGVSxzEe22APpFS734.jpg,0.95,0.02,0.02,0.01
bFzgmZCiIjEztKuFb8G1en9n4N1siA216.jpg,0.85,0.05,0.06,0.04
4272821119_2fb5bda323_b.jpg,0.65,0.05,0.15,0.15
5518435581_b0f430f7da_b.jpg,0.5,0.2,0.1,0.2
m0C26CQBi1TBpW8KEAk9UWMlRRsjtz888.jpg,0.02,0.05,0.85,0.08
5325770557_7f91a31141_b.jpg,0.85,0.05,0.05,0.05
8706774996_c8ab2812a0_b.jpg,0.75,0.05,0.15,0.05
10069504164_436856871c_b.jpg,0.9,0.03,0.04,0.03
Y7wZxZw6FrBepvj8KyoglIRLnJ1aCV746.jpg,0.0,0.0,0.2,0.8
15964506807_4699a4b872_b.jpg,0.9,0.05,0.03,0.02
5Dpz615tGJN4c1l2abT73RdqbziwqC41.jpg,0.15,0.6,0.2,0.05
vhZ6G3WGU0qrhnGf5hxeNl3EZxoXg6712.jpg,0.85,0.05,0.05,0.05
4439612049_6c9427c4d5_b.jpg,0.85,0.02,0.1,0.03
38818956701_7aaec019f1_b.jpg,0.85,0.05,0.05,0.05
lAWXeDtMiCaSBRzlsyr7s2fJEaY1bI39.jpg,0.95,0.03,0.01,0.01
E4xWmPoM47dKBZ9eJHyN1wWkDX9VeY655.jpg,0.8,0.1,0.08,0.02
6439094_7c3919cca4_b.jpg,0.75,0.05,0.05,0.15
33652405275_56667cbeed_b.jpg,0.6,0.1,0.2,0.1
k4XixPvbt6qRoCEN9I24myHaKT5c31608.jpg,0.9,0.05,0.03,0.02
eJmD4DmTxItRHstTYGQuWs8Z5OKGGz139.jpg,0.03,0.7,0.25,0.02
hBtJXn4k0VjiEPwHiVab5Y4joenkuh63.jpg,0.8,0.05,0.05,0.1
9zBfJd5stFiv9e5ItmRmiH981Z8dMd357.jpg,0.7,0.04,0.06,0.2
eDj2w0zppHlLIzDMhnfEX9CdOwFdE8251.jpg,0.9,0.04,0.03,0.03
sNNvsW5j0F652gMXygZrAuXaXazmnW416.jpg,0.1,0.15,0.6,0.15
mkuDad0A4HKaQZEBAkYIgkgtClwYOP729.jpg,0.9,0.03,0.03,0.04
